instance\8_2_0.txt,0.04299616813659668,WDG,0.006997823715209961,0.002001523971557617,0.0339968204498291,12,4,7
instance\8_2_1.txt,0.0020003318786621094,WDG,0.0,0,0.0020003318786621094,6,1,1
instance\8_2_10.txt,0.010999679565429688,WDG,0.0011830329895019531,0.0010001659393310547,0.00881648063659668,17,2,3
instance\8_2_11.txt,0.0020008087158203125,WDG,0.0,0,0.0020008087158203125,4,1,1
instance\8_2_12.txt,0.0019991397857666016,WDG,0.0,0,0.0019991397857666016,4,1,1
instance\8_2_13.txt,0.0060007572174072266,WDG,0.0,0.0,0.0060007572174072266,9,2,3
instance\8_2_14.txt,0.0020008087158203125,WDG,0.0,0,0.0020008087158203125,6,1,1
instance\8_2_15.txt,0.043999433517456055,WDG,0.008998632431030273,0.001001119613647461,0.03399968147277832,16,4,7
instance\8_2_16.txt,0.022998332977294922,WDG,0.004003286361694336,0.0009996891021728516,0.017995357513427734,13,4,7
instance\8_2_18.txt,0.0019996166229248047,WDG,0.0,0,0.0019996166229248047,10,1,1
instance\8_2_19.txt,0.0040056705474853516,WDG,0.0,0,0.0040056705474853516,4,1,1
instance\8_2_2.txt,0.0019986629486083984,WDG,0.0,0,0.0019986629486083984,12,1,1
instance\8_2_20.txt,0.003998517990112305,WDG,0.0009965896606445312,0.0010039806365966797,0.0019979476928710938,8,2,3
instance\8_2_22.txt,0.001999378204345703,WDG,0.0,0,0.001999378204345703,10,1,1
instance\8_2_23.txt,0.0029990673065185547,WDG,0.0009996891021728516,0,0.001999378204345703,10,1,1
instance\8_2_24.txt,0.1060020923614502,WDG,0.04599571228027344,0.011006593704223633,0.048999786376953125,13,6,11
instance\8_2_25.txt,0.0019996166229248047,WDG,0.0009996891021728516,0,0.0009999275207519531,6,1,1
instance\8_2_29.txt,0.0019974708557128906,WDG,0.0,0,0.0019974708557128906,14,1,1
instance\8_2_3.txt,0.0030007362365722656,WDG,0.001001119613647461,0,0.0019996166229248047,12,1,1
instance\8_2_4.txt,0.002000570297241211,WDG,0.0,0,0.002000570297241211,8,1,1
instance\8_2_5.txt,0.00799870491027832,WDG,0.0,0.0009996891021728516,0.006999015808105469,12,2,3
instance\8_2_6.txt,0.002000570297241211,WDG,0.0,0,0.002000570297241211,8,1,1
instance\8_2_7.txt,0.003000497817993164,WDG,0.0,0,0.003000497817993164,8,1,1
instance\8_2_8.txt,0.0019974708557128906,WDG,0.0009975433349609375,0,0.0009999275207519531,6,1,1
instance\8_2_9.txt,0.0019969940185546875,WDG,0.0,0,0.0019969940185546875,6,1,1
